Player,Tm,Salary,Signed Using,Guaranteed,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Glenn Robinson III,SAC,930930,,$930930,SF,27.0,23.0,2.0,16.0,1.8,4.3,0.424,0.7,1.9,0.364,1.1,2.4,0.473,0.505,0.9,1.0,0.9129999999999999,0.5,1.5,2.0,0.9,0.2,0.1,0.5,1.0,5.3,9.1,0.5539999999999999,0.444,0.23199999999999998,3.3,10.4,6.8,6.9,0.5,0.7,9.2,13.9,0.3,-0.1,0.2,0.03,-1.9,-2.8,-4.6,-0.2
Deividas Sirvydis,DET,898310,Cap Space,$4198912,SG,20.0,8.0,0.0,1.6,0.1,0.6,0.2,0.1,0.6,0.2,0.0,0.0,,0.3,0.1,0.3,0.5,0.0,0.3,0.3,0.1,0.1,0.0,0.1,0.1,0.5,1.8,0.34,1.0,0.4,0.0,17.5,8.6,10.9,3.8,0.0,14.5,23.1,-0.1,0.0,0.0,-0.142,-10.1,-1.2,-11.3,0.0
Elijah Hughes,UTA,898310,Minimum Salary,$2416291,SF,22.0,10.0,0.0,3.8,0.7,1.8,0.389,0.5,1.3,0.385,0.2,0.5,0.4,0.528,0.3,0.4,0.75,0.0,0.6,0.6,0.4,0.1,0.1,0.5,0.0,2.2,12.4,0.557,0.722,0.222,0.0,16.0,8.3,15.6,1.3,2.1,20.2,27.9,0.0,0.1,0.0,0.017,-0.2,-0.2,-0.4,0.0
Tre Jones,SAS,898310,MLE,$2416291,PG,21.0,21.0,0.0,4.3,0.7,1.5,0.484,0.0,0.0,1.0,0.7,1.4,0.467,0.5,0.2,0.2,1.0,0.2,0.2,0.4,0.5,0.1,0.0,0.3,0.2,1.7,11.0,0.542,0.032,0.161,5.7,4.7,5.2,15.9,1.1,0.0,17.4,19.3,0.0,0.0,0.0,0.025,-3.0,-2.9,-5.9,-0.1
CJ Elleby,POR,898310,Minimum Salary,$2416291,SF,20.0,14.0,0.0,8.4,1.0,2.4,0.41200000000000003,0.4,1.5,0.23800000000000002,0.6,0.9,0.6920000000000001,0.485,0.4,0.6,0.667,0.4,0.7,1.1,0.2,0.3,0.2,0.2,1.3,2.8,9.0,0.514,0.618,0.265,4.4,9.5,6.9,3.6,1.7,2.3,7.3,15.1,0.0,0.0,0.1,0.034,-4.1,-1.5,-5.6,-0.1
Isaiah Joe,PHI,898310,MLE,$2416291,SG,21.0,23.0,1.0,11.1,1.3,3.7,0.36,1.0,2.9,0.364,0.3,0.9,0.35,0.5,0.2,0.2,1.0,0.3,0.9,1.1,0.7,0.3,0.2,0.2,1.0,4.0,9.0,0.51,0.77,0.057,2.6,8.2,5.5,7.8,1.3,1.3,5.3,15.5,0.1,0.3,0.4,0.079,-2.3,-1.0,-3.3,-0.1
Jordan Nwora,MIL,898310,Minimum Salary,$2416291,SF,22.0,15.0,1.0,8.9,1.7,4.1,0.41,0.8,1.7,0.48,0.9,2.4,0.361,0.508,0.9,1.1,0.765,0.2,1.7,1.9,0.3,0.4,0.2,0.9,0.7,5.0,11.6,0.5479999999999999,0.41,0.27899999999999997,2.4,19.1,11.0,4.1,2.1,2.0,17.0,25.8,-0.2,0.2,0.0,0.009000000000000001,-3.4,-1.7,-5.1,-0.1
Daniel Oturu,LAC,898310,Minimum Salary,$2416291,C,21.0,16.0,0.0,4.6,0.8,1.4,0.522,0.0,0.1,0.0,0.8,1.4,0.545,0.522,0.1,0.3,0.5,0.5,0.8,1.3,0.4,0.1,0.2,0.3,0.7,1.6,12.9,0.525,0.043,0.174,12.5,18.1,15.4,11.6,0.7,3.6,16.8,18.0,0.0,0.1,0.1,0.08,-4.1,-1.5,-5.6,-0.1
Sam Merrill,MIL,898310,Minimum Salary,$1398310,SG,24.0,20.0,1.0,7.4,1.0,2.2,0.465,0.7,1.4,0.46399999999999997,0.4,0.8,0.467,0.616,0.1,0.1,1.0,0.3,0.7,1.0,0.8,0.3,0.1,0.4,0.4,2.8,13.1,0.627,0.6509999999999999,0.047,4.4,9.7,7.1,13.8,1.6,0.6,15.4,14.7,0.2,0.1,0.4,0.115,0.4,-0.6,-0.2,0.1
Anthony Gill,WAS,898310,Minimum Salary,$898310,PF,28.0,13.0,1.0,5.5,0.3,0.9,0.33299999999999996,0.1,0.6,0.125,0.2,0.3,0.75,0.375,0.2,0.3,0.75,0.2,1.2,1.5,0.3,0.2,0.2,0.2,0.2,0.9,7.9,0.436,0.667,0.33299999999999996,4.4,23.7,13.9,6.8,1.9,2.4,17.9,9.7,0.0,0.1,0.0,0.027000000000000003,-3.8,-0.3,-4.1,0.0
Kenyon Martin Jr.,HOU,898310,MLE,$898310,SF,20.0,19.0,0.0,19.1,2.7,5.3,0.51,0.4,1.2,0.364,2.3,4.1,0.551,0.55,1.2,1.5,0.759,1.7,2.9,4.6,0.7,0.6,0.9,1.0,1.8,6.9,14.2,0.585,0.22,0.29,9.2,16.8,12.9,5.4,1.4,4.4,14.4,15.5,0.3,0.4,0.8,0.099,-2.4,0.4,-2.0,0.0
Vlatko Čančar,DEN,898310,MLE,$898310,PF,23.0,25.0,0.0,5.9,0.6,1.3,0.424,0.2,0.7,0.278,0.4,0.6,0.6,0.5,0.2,0.2,0.833,0.2,1.0,1.2,0.3,0.3,0.1,0.4,0.5,1.5,8.9,0.5329999999999999,0.545,0.182,3.9,18.3,11.1,6.7,2.7,1.3,20.2,13.2,-0.1,0.2,0.1,0.042,-3.5,1.1,-2.4,0.0
Shaquille Harrison,UTA,770433,,$770433,SG,27.0,17.0,0.0,3.3,0.4,1.2,0.3,0.0,0.1,0.0,0.4,1.1,0.33299999999999996,0.3,0.3,0.4,0.833,0.2,0.4,0.5,0.5,0.1,0.0,0.3,0.2,1.0,6.5,0.375,0.1,0.3,5.9,10.9,8.5,21.4,1.7,0.0,18.1,21.2,-0.1,0.1,0.0,-0.033,-6.5,-1.3,-7.9,-0.1
Sindarius Thornwell,NOP,747435,,$747435,SG,26.0,14.0,1.0,5.2,0.5,1.5,0.33299999999999996,0.2,0.6,0.33299999999999996,0.3,0.9,0.33299999999999996,0.405,0.0,0.1,0.0,0.1,0.3,0.4,0.3,0.4,0.1,0.3,0.2,1.2,4.6,0.38799999999999996,0.429,0.095,1.5,6.1,3.8,6.9,3.3,1.3,15.5,15.1,-0.2,0.1,-0.1,-0.066,-6.1,0.1,-5.9,-0.1
Moses Brown,OKC,495102,MLE,$495102,C,21.0,17.0,6.0,18.2,3.1,5.2,0.596,0.0,0.0,,3.1,5.2,0.596,0.596,1.9,3.5,0.5589999999999999,2.8,5.2,7.9,0.2,0.6,1.2,0.8,1.8,8.2,21.5,0.605,0.0,0.6629999999999999,16.0,29.6,22.8,2.0,1.5,5.7,10.2,17.9,0.6,0.6,1.2,0.18899999999999997,-0.2,-0.6,-0.9,0.1
Iman Shumpert,BRK,447155,,$447155,SG,30.0,2.0,0.0,5.5,0.5,2.0,0.25,0.0,1.5,0.0,0.5,0.5,1.0,0.25,0.0,0.0,,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0,-0.3,0.25,0.75,0.0,10.7,0.0,5.1,0.0,4.4,0.0,20.0,19.8,-0.1,0.0,0.0,-0.212,-10.2,-2.7,-13.0,0.0
Bruno Caboclo,HOU,361256,,$361256,PF,25.0,6.0,0.0,6.0,1.3,2.8,0.47100000000000003,0.0,0.8,0.0,1.3,2.0,0.667,0.47100000000000003,0.2,0.3,0.5,0.5,1.8,2.3,0.2,0.0,0.3,0.7,1.0,2.8,9.2,0.475,0.294,0.11800000000000001,8.5,33.9,20.6,4.8,0.0,4.9,18.3,25.9,-0.1,0.1,-0.1,-0.073,-8.5,-2.1,-10.6,-0.1
Anžejs Pasečņiks,WAS,350000,,$350000,C,25.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0,-40.6,0.0,1.0,0.0,17.4,0.0,8.8,19.2,0.0,0.0,83.3,41.5,-0.1,0.0,-0.1,-1.12,-40.1,-7.1,-47.1,-0.1
Thon Maker,CLE,309355,,$309355,C,23.0,8.0,0.0,9.5,1.3,2.3,0.556,0.0,0.3,0.0,1.3,2.0,0.625,0.556,1.3,1.4,0.909,1.0,1.3,2.3,0.5,0.3,0.5,0.4,0.9,3.8,18.9,0.657,0.111,0.611,11.4,15.1,13.2,7.9,1.3,4.7,11.6,14.7,0.2,0.1,0.3,0.18,0.3,1.2,1.5,0.1
Noah Vonleh,BRK,263995,,$263995,PF,25.0,4.0,0.0,2.8,0.0,0.8,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.5,0.5,0.0,-19.0,0.0,0.667,0.0,0.0,9.7,5.1,10.2,0.0,0.0,40.0,19.8,-0.1,0.0,-0.1,-0.489,-20.9,-8.9,-29.9,-0.1
Andre Roberson,BRK,152839,,$152839,SG,29.0,5.0,0.0,12.6,0.4,2.8,0.14300000000000002,0.2,1.6,0.125,0.2,1.2,0.16699999999999998,0.179,0.2,0.4,0.5,1.4,1.6,3.0,0.8,0.6,0.2,0.4,0.8,1.2,4.2,0.20199999999999999,0.5710000000000001,0.14300000000000002,13.0,13.5,13.3,7.4,2.3,1.4,11.8,11.7,-0.1,0.1,-0.1,-0.044000000000000004,-5.1,-1.2,-6.2,-0.1
Henry Ellenson,TOR,50000,,$50000,PF,24.0,2.0,0.0,19.0,2.5,7.0,0.35700000000000004,1.0,4.5,0.222,1.5,2.5,0.6,0.429,1.5,2.0,0.75,1.5,4.5,6.0,2.5,0.0,0.0,0.0,3.5,7.5,12.8,0.47600000000000003,0.643,0.28600000000000003,8.4,27.2,17.4,19.1,0.0,0.0,0.0,17.9,0.1,0.0,0.1,0.126,-3.1,1.0,-2.1,0.0
